event_id,canonical_deal_id,event_type,valid_at,valid_at_precision,known_at,known_at_precision,known_at_basis,source_name,source_identifier,source_url,verification_level,filing_content_verified,corroborating_sources,staging_refs,known_at_review_required,note
EVT-8F1EA56350226819,DEAL-WBD-PSKY-2026,litigation_settlement,2026-09-21,day,2026-09-21,day,source_stated,Reuters,MNA-20260921-PARAMOUNT-WBD-STATES,https://www.reuters.com/legal/transactional/critics-say-california-got-too-little-deal-let-paramount-buy-warner-bros-2026-09-21/,press_multi,no,cnbc.com|2026Q3-047|press_multi,2026Q3-047;MNA-20260921-PARAMOUNT-WBD-STATES,no,
EVT-3C4C883B4F93CD3B,DEAL-WILDFIRE-MGY-2026,announcement,2026-07-20,day,2026-07-20T11:12:06Z,second,sec_acceptance,SEC EDGAR (metadata),0001104659-26-084859,https://www.sec.gov/Archives/edgar/data/1698990/000110465926084859/,sec_metadata_confirmed,no,,2026Q3-004,no,
EVT-C3CD28EF44DCCC75,DEAL-WILDFIRE-MGY-2026,completion_indicated,2026-09-14,day,2026-09-14T20:10:29Z,second,sec_acceptance,SEC EDGAR (metadata),0001104659-26-107498,,sec_metadata_confirmed,no,,2026Q3-004,no,8-K item 2.01 metadata only; filing text unread - not a closing label
EVT-F7BAEA2FFC3BFF0F,PROP-BF-SAZERAC-2026,proposal_submitted,2026-05-01,day,2026-07-26,day,source_stated,Brown-Forman board statement,https://www.brown-forman.com/article/brown-forman-board-issues-statement-july-26-2026,https://www.brown-forman.com/article/brown-forman-board-issues-statement-july-26-2026,press_multi,no,brown-forman.com|2026Q3-005|press_multi,2026Q3-005,no,private proposal; first public disclosure is the 2026-07-26 board statement
EVT-5B7A28B13A6A04D7,PROP-BF-SAZERAC-2026,proposal_rejected,2026-07-26,day,2026-07-26,day,event_date_assumed,brown-forman.com,2026Q3-005,https://www.brown-forman.com/article/brown-forman-board-issues-statement-july-26-2026,press_multi,no,,2026Q3-005,yes,
EVT-87F1E40F418A66F2,PROP-CWY-EQT-2026,proposal_submitted,2026-08-13,day,2026-08-13,day,event_date_assumed,bloomberg.com,2026Q3-017,https://www.bloomberg.com/news/articles/2026-08-12/eqt-offers-to-buy-australia-s-cleanaway-waste-for-4-9-billion,press_multi,no,,2026Q3-017,yes,
EVT-2DA1FE638D65BA7E,PROP-IEL-BX-2026,proposal_submitted,2026-09-09,day,2026-09-22,day,source_stated,MarketScreener,https://www.marketscreener.com/news/idp-education-rejects-blackstone-s-takeover-proposal-ce785ad9d98ef02d,https://www.marketscreener.com/news/idp-education-rejects-blackstone-s-takeover-proposal-ce785ad9d98ef02d,press_multi,no,,2026Q3-063,no,"revised A$2.50 proposal submitted 2026-09-09, disclosed with the rejection"
EVT-617CB182D3C2946D,PROP-IEL-BX-2026,proposal_rejected,2026-09-22,day,2026-09-22,day,source_stated,Reuters,MNA-20260922-IDP-BLACKSTONE,https://www.reuters.com/world/asia-pacific/australias-idp-rejects-blackstones-494-million-takeover-offer-2026-09-22/,press_multi,no,marketscreener.com|2026Q3-063|press_multi,2026Q3-063;MNA-20260922-IDP-BLACKSTONE,no,
EVT-46610D54162921D4,PROP-INA-WARBURG-2026,proposal_rejected,2026-09-21,day,2026-09-21,day,source_stated,Reuters,MNA-20260921-INGENIA-WARBURG,https://www.reuters.com/legal/transactional/australias-ingenia-rebuffs-revised-15-billion-takeover-bid-warburg-pincus-2026-09-21/,press_multi,no,bloomberg.com|2026Q3-062|press_multi,2026Q3-062;MNA-20260921-INGENIA-WARBURG,no,
EVT-4866FFDB29CD0C44,PROP-KOBAYASHI-CVCNSSK-2026,talks_reported,2026-09-24,day,2026-09-24,day,event_date_assumed,bloomberg.com,2026Q3-044,https://www.bloomberg.com/news/articles/2026-09-24/kobayashi-in-3-2-billion-buyout-talks-after-red-yeast-scandal,reported_only,no,,2026Q3-044,yes,
EVT-3C1AC394AF4FFD87,UNVR-ARGAN-WDP-2026,reported_announcement,2026-07,month,2026-07,month,event_date_assumed,research register,2026Q3-010,,reported_only,no,,2026Q3-010,yes,
EVT-7050B7517F8747AD,UNVR-ATG-MARI-2026,reported_announcement,2026-08,month,2026-08,month,event_date_assumed,research register,2026Q3-026,,reported_only,no,,2026Q3-026,yes,
EVT-6FC9ACF9A9657724,UNVR-OPENROUTER-STRIPE-2026,reported_announcement,2026-08,month,2026-08,month,event_date_assumed,research register,2026Q3-025,,reported_only,no,,2026Q3-025,yes,
EVT-9F7FE8D003417276,UNVR-SEAHAWKS-KHOSLA-2026,reported_announcement,2026-07,month,2026-07,month,event_date_assumed,research register,2026Q3-009,,reported_only,no,,2026Q3-009,yes,
EVT-6037A53624CAC401,UNVR-WAKEMED-ATRIUM-2026,reported_announcement,2026-09-18,day,2026-09-18,day,event_date_assumed,healthtechmagazine.net,2026Q3-038,https://healthtechmagazine.net/article/2026/09/mergers-and-acquisitions-overview-notable-healthcare-ma-activity-2026,press_single,no,,2026Q3-038,yes,
